id,title,summary,l2_category,confidence,method,flag,corrected_l2
eebfb5aee704ae36,CSCO 2026前瞻｜正大天晴5项口头报告、21项研究入选，聚焦肿瘤治疗创新进展,9月17日至19日，第29届中国临床肿瘤学会（CSCO）学术年会将在中国济南召开。 中国生物制药（1177.HK）核心企业正大天晴共21项研究入选，其中包含5项口头报告。 一项针对IDH1突变晚期胆管癌TQB3454的随机、双盲、安慰剂对照Ⅲ期研究。,其他/综合,0,other,LOW_CONF: 置信度过低,
c861575f90961154,ICDC2026 | 双星闪耀：迈新生物×迈杰转化医学，共筑精准医疗新生态,福州迈新生物技术开发有限公司是中国肿瘤免疫病理领域的领先企业，主营业务覆盖免疫组化、分子病理和智慧病理等。 迈新现拥有 100余项知识产权专利、ISO 9001和ISO13485双重认证质量管理体系、CNASISO/IEC17025和CNASISO15189实验室认可体系及国家制造业单项冠军企业和国家高新技术企业等重要资质，并承担多项国家级、省级和市级科研攻关项目。 迈杰转化医学研究（苏州）有限公,其他/综合,0,other,LOW_CONF: 置信度过低,
e060f5cc604f4d62,Nature | 兰雨团队揭示人类造血起源之谜,人类胚胎发育的原肠运动（gastrulation）是生命科学领域最神秘、最引人入胜的篇章之一。 然而，由于这一阶段胚胎样本稀缺，人类围原肠胚阶段发育事件的时序、细胞起源与调控规律仍有诸多未知。 血液作为最早建立的细胞谱系，其发生的时空规律仍是未解之谜。,1. 创新药,0.3116,semantic_fallback,LOW_CONF: 规则未命中，模型只分到大类,
4d1da20b91d48dae,4万元，燕山大学拟转化两项外骨骼机器人技术,燕山大学拟以4万元转化两项外骨骼机器人技术。外骨骼行业长期面临回转中心与人体髋关节中心不一致难题，刘福才团队形成两项互补国家发明专利。其中一项采用并联机构，用三条RRPS支链驱动人体大腿运动，其转动中心与人体髋关节中心重合，消除交互力，还在结构上优化，集中布置驱动元件，实时调节电机实现按需助力，兼顾舒适性；另一项负责“量化评价”，让外骨骼助力效果从“凭感觉”变“可测量”。两项专利均以专利权转让方式,1.1 小分子创新药,0.3139,semantic,MUST_FIX → 2.5 手术机器人,
a9d04813813db27e,2025年度面上项目绩效评价报告：平均每项产出SCI论文11.82篇？！,近日，国家自然科学基金委员会发布2025年度面上项目绩效评价报告。 报告显示：2025年面上项目结题19278项，抽样评价成果优良率为88.58%；产出SCI 论文228482篇，平均每个项目产出11.82篇。 2025年度 批准资助面上项目23034 项，较上年增加2276项 ，增幅10.96%；资助直接费用113.76亿元，较上年增加12.39亿元，增幅12.22%，在自然科学基金总经费中占比,1.1 小分子创新药,0.3155,semantic_fallback,,
d02b5072d245a46c,下一站已定！诺和诺德高级副总裁离职,7月30日， 诺和诺德高级副总裁、美国心血管代谢事业部销售高级副总裁 Negelle Morris 通过领英平台 官宣离职， 加入 Vantive 担任美国区高级副总 裁兼总经理。 Negelle Morris自 2023 年 8 月起担任诺和诺德美国心代谢事业部销售高级副总裁。 任职期间，她全面负责统领诺和诺德美国地区糖尿病、肥胖及心血管领域销售团队，同时管理美国健康教育专员团队。,1. 创新药,0.3399,semantic_fallback,LOW_CONF: 规则未命中，模型只分到大类,
bad8062c57acf0de,从管理气候风险到激活植物智慧，新朝阳ClimaBio™气候管理生物解决方案在巴西发布,该方案以植物内在的生物智慧为基础，通过COR冠菌素、天然芸苔素及功能型生物刺激素，帮助作物更好地响应环境压力，提升农业生产的韧性、效率与可持续性。 气候管理，不是改变气候。 植物并非被动承受环境变化。,3.3 数字医疗/互联网医院,0.3399,semantic_fallback,,
7b078eafc56d59bb,前诺和诺德高级副总裁加盟Vantive,来源： LinkedIn。 Negelle Morris于2015年9月加入诺和诺德美国公司，开启其长达十余年的诺和诺德职业征程。 初入公司时，她担任市场准入区域账户高级总监，负责统筹多州支付方与医疗机构的准入业务。,1.3 细胞与基因治疗（CGT）,0.3437,semantic_fallback,,
005df7046d1722ad,复合年增长率达8.1%：欧洲种子处理市场正加速向可持续与生物方向转型,种子处理技术正被广泛采用，以改善种子性能、发芽一致性并在早期生长阶段提供作物保护。 这一转变正在巩固种子施用解决方案在现代欧洲农业系统中的作用，特别是在谷物、油籽、玉米、甜菜和蔬菜作物方面。 据 MarketsandMarkets 预测，2025 年欧洲种子处理市场价值估计为 19 亿美元，预计到 2030 年将达到 28.1 亿美元，在预测期内的复合年增长率为 8.1%。,1.6 合成生物学,0.3503,semantic_fallback,,
71d76d173ef1afb0,研究风向 | 有限胚胎全囊胚培养与累积活产更低相关，FGR胎儿心脏不同步增加,01｜有限胚胎 · 培养策略 仅有2-4枚第3天胚胎时，全囊胚培养与累积活产机会更低相关。 胚胎不多时，延长培养以加强筛选，可能同时损失可移植机会。 主要结局为一次取卵后的累积活产率。,1. 创新药,0.3637,semantic_fallback,LOW_CONF: 规则未命中，模型只分到大类,
a1e1f8ad4964c02b,GSK的下一增长曲线,2026年7月28日， GSK近期公布第二季度财报: Q2销售额达到84亿英镑，同比增长5%；核心营业利润同比增长7% 。 疫苗业务销售额23亿英镑，同比增长8%；。 2026年Q2，HIV业务销售额达到21亿英镑，同比增长10%。,1.3 细胞与基因治疗（CGT）,0.3654,semantic_fallback,,
0b8c8c7e85cecb68,夯爆了！全球首个 IL-17A/F 抑制剂上半年增长超 100%,当地时间 7 月 30 日，优时比发布 2026 年半年度财报，总营收 42.7 亿欧元 （约 49.84 亿美元； 按照 2026 年 H1 平均汇率计算：1 欧元=1.1672 美元 ） ， 同比增长 27% （按照固定汇率计算，下同） ，净销售额增长 28% 至 40.88 亿欧元 （ 47.72 亿美元 ） 。 自 2021 年上市以来， BIMZELX 凭借适应症扩展和快速商业放量，销售,1.3 细胞与基因治疗（CGT）,0.371,semantic_fallback,,
9a1510df12c9b0a3,Sci Adv：昆明理工大学李天晴团队揭示人心肌与心外膜早期谱系分离的发育动态与分子机制,心脏是人体胚胎发育过程中第一个形成的功能器官，其早期精准发育为后续整个机体的生理稳态奠定基础。 解析人类心脏在早期阶段如何实现细胞分化与谱系建立，不仅有助于揭示先天性心脏病的发病根源，也对心脏损伤修复和再生医学的进步具有重要推动意义。 人多能干细胞（hPSC）为体外模拟人类心脏发育提供了理想平台。,1.5 AI制药,0.3745,semantic_fallback,,
b3a16d379635d824,互联网健康检测平台运营商Function获得4.5亿美元增长融资,2026年7月30日，互联网健康检测平台运营商Function宣布，完成来自Customer Value Fund4.5亿美元的成长型融资，助力企业加速推进使命，帮助更多民众了解自身健康、自主管理个人健康。本次融资资金将助力Function加快平台普及，服务更多用户。,1.5 AI制药,0.3772,semantic,MUST_FIX → 3.3 数字医疗,
76a9fdb234c182c6,Cell：黎浩/刘玮合作揭示这种中国新发现的蜱传病毒通过细胞焦亡引发致命脂肪肝，并提出治疗方案,“ 湿地病毒 ” （Wetland virus，简称为 WELV ） 是近期在 中国东北地区被发现的一种新型 蜱传病毒 ，属于 布尼亚病毒目、内罗病毒科、正内罗病毒属，其感染 可引起发热、出血热甚至脑炎等严重症状。 WELV 还对肝脏有着特殊的“偏爱”——能够导致严重的肝损伤，部分患者甚至因此死亡。 然而，WELV 究竟是如何攻击肝脏的？,1.1 小分子创新药,0.3789,semantic_fallback,,
6c6aecc0ba155af0,NEJM：镇痛效果比阿片类更强的Nav1.8抑制剂LTG-001,2026 年 07 月 29 日， NEJM 刊发了 Nav1.8 抑制剂 LTG-001 治疗术后疼痛的 2b 期临床结果 ，这是近 15 年来 NEJM 第二次报道急性疼痛新药试验结果 ( 第一次是 Vertex 的 Nav1.8 抑制剂 suzetrigine) 。 作为一款 fast-follow 型药物， LTG-001 依然受到顶刊如此重视，一个重要原因是 LTG-001 的有效性可能,1.1 小分子创新药,0.3802,semantic,,
a7b3b2c1939ca8dd,诺和诺德SVP离职！,"近日， Negelle Morris 通过 LinkedIn 官宣，正式加入脏器疗法企业 Vantive ，担任美国区高级副总裁兼总经理，全面负责美国区域商业运营相关工作。 公开资料显示，Negelle Morris 曾任诺和诺德高级副总裁、美国心血管代谢事业部销售高级副总裁（ Senior Vice President, Head of US Cardiometabolic Sales ）， 全",1.3 细胞与基因治疗（CGT）,0.3839,semantic_fallback,,
583659aaef9d9983,Sci Adv：四川大学杨佼佼/李继遥团队构建能量增强 CRISPR 囊泡平台，精准修复口腔菌群稳态,口腔菌群失调驱动的致病菌感染与持续性炎症，是龋病、牙周炎等口腔疾病难以根治的核心症结。 传统广谱抗菌疗法缺乏病原体特异性，在清除致病菌的同时无差别杀伤共生菌，往往加剧菌群失调并加速耐药性的产生。 如何在精准清除关键致病菌的同时保留有益菌群、重塑宿主免疫应答、恢复微生物稳态，是领域内亟待突破的难题。,1.1 小分子创新药,0.3874,semantic_fallback,,
3361c983579b7d24,Blood：浙江大学王福俤/闵军霞团队开辟血色病铁过载治疗全新通路，哈佛专家同期点评,近期，浙江大学 王福俤/闵军霞 团队在国际权威期刊《血液学》（ Blood ，IF = 23.9）上发表的最新研究「 Modulation of the E3-ubiquitin ligase RNF217 alters ferroportin levels in enterocytes and iron loading in murine hemochromatosis」 （图 1），为铁过载血,1.1 小分子创新药,0.3895,semantic,,
f35d0f3b1cad0601,研究风向 | AI辅助视网膜病top-5准确率88.5%，长读长新增10例MUC1诊断,"01｜遗传性视网膜病 · AI决策支持 Retina4IRD加入专科决策，遗传类别top-5准确率由67.3%升至88.5%。 AI并非替代基因检测，而是在检测前帮助眼科医生缩小遗传类别范围；一项多中心随机试验给出了直接的人机协作证据。 核心数据： 研究者以中国、韩国和波兰 1,843名 遗传学确诊患者的 3,376只 眼训练并验证Retina4IRD。",1.2 生物药（抗体/蛋白/核酸/ADC/XDC偶联药物）,0.392,semantic,MUST_FIX → 2.3 IVD,
3179b4089e970d54,海王生物副总裁辞职，70后公安背景高管补位董事,不过，此番变动并非“告别”——辞任相关职位后，他仍将在公司其他岗位上继续履职。 这位1984年出生的高管，拥有硕士研究生学历， 注册会计师出身 。 接替其董事席位的是现任副总裁张晓鹏。,1.3 细胞与基因治疗（CGT）,0.392,semantic,,
eee0043fcb1be3eb,【文献速递】癌症是一种RNA疾病：DNA并非主宰，RNA决定白血病命运,随着年龄增长，髓系肿瘤的发病率也不断上升，通常是归因于体细胞病理性变异的终生积累。 例如，随着年龄增长，携带变异造血干细胞克隆的克隆性造血（CH）频率会增加。 这些数据表明， 仅凭体细胞变异并不能完全解释白血病的发生发展 。,1.2 生物药（抗体/蛋白/核酸/ADC/XDC偶联药物）,0.3939,semantic_fallback,,
feea6d983ed69d6a,激活医保数据要素价值，全国首笔无追索权保理业务落地温州,全国首笔无追索权保理业务落地温州。 今年6月，国药控股温州有限公司将一笔对温州医科大学附属眼视光医院的应收账款转让给招商银行温州分行，成功获得921万元融资。 “银行之所以敢于承担这一风险，答案在于药品追溯码背后真实可验的交易链条” 温州市医保局党组书记、局长林丹艳表示。,1.4 医药CXO（CRO/CDMO/CSO）,0.3958,semantic_fallback,,
2df0146073d0e43a,Nature 子刊：宁波大学沈昊伟研究团队揭示青春期接触致幻剂可长期改变竞争欲,致幻剂是一类能够显著改变感知、情绪、意识和判断的精神活性物质；在反复使用或个体易感的情况下，还可能带来持续性的心理和行为风险。 致幻剂滥用经常始于青春期，当大脑仍处于快速发育的青春期，反复接触致幻剂，会留下怎样的长期影响。 25C-NBOMe 是一种对大脑五羟色胺受体（5-HT2AR）具有极高选择性的苯乙胺类致幻剂，其对 5-HT2AR 的激动作用不依赖于传统的吲哚类致幻剂（如 LSD、裸盖菇素）,1.1 小分子创新药,0.3967,semantic_fallback,,
4c9d4245433925e0,健康保险服务商Gravie宣布获得融资,2026年7月30日，健康保险服务商Gravie完成了由General Atlantic领投的新一轮融资，使累计融资总额达到4.63亿美元。此次投资反映了对Gravie模式持续的信心，并将支持公司持续扩张、产品开发和市场推广工作。,1. 创新药,0.3996,semantic_fallback,LOW_CONF: 规则未命中，模型只分到大类,
0e8bfe8e0d19120a,中东再落子！9.77亿元砸向研发后，迈威生物在如何铺开出海版图,7月29日，迈威生物宣布与沙特阿拉伯生物制药公司SVAX Inc.就9MW0813（阿柏西普眼内注射溶液，艾力雅 ® 生物类似药）达成许可协议。 继巴基斯坦、印尼等国后，迈威生物在“一带一路”沿线落下又一颗棋子。 财报显示，2025年迈威生物营收同比增长232%至6.63亿元，2026年第一季度再增185%，其全球化布局的节奏正肉眼可见地加快。,1.1 小分子创新药,0.4066,semantic_fallback,,
28c3a0aa2387bd53,MD安德森花6小时详述副作用，国内问诊仅3分钟：前媒体主编抗癌手记,中国每年有400~500万新发癌症患者，带癌生存者超1000万，整体五年生存率不足50%。 对中国肿瘤患者而言，死亡是太过平常的归宿，活下来才是罕见的奇迹。 而据美国癌症协会今年1月发布的数据，美国癌症总体的5年相对生存率首次突破70%，癌症在该国的疾病谱中正逐步向慢性病转化。,1. 创新药,0.4075,semantic_fallback,,
c5d36fc0701958a6,豪横！百济神州：人均薪酬95.6万！,翻了一下2025年A股创新药企的人均薪酬数据，20家头部公司的分层还挺明显的，说白了就是"搞研发的吃肉，搞制造的喝汤"。 榜首毫无悬念被百济神州拿下了，人均95.6万，这个数字基本是把后面的人甩开一个身位。 益方生物和迪哲医药跟在后面，分别是64.8万和61.8万，盟科药业、亚虹医药、诺诚健华也都过了50万的线。,1.3 细胞与基因治疗（CGT）,0.4103,semantic_fallback,,
d3662c6bbfa7b577,Aurenar完成570万美元种子轮，无创迷走神经刺激瞄准脑血管痉挛,2026年7月28日，位于美国圣路易斯的神经科技公司Aurenar宣布完成570万美元超额认购种子轮融资。 Go Red for Women Venture Fund与Solas BioVentures联合领投，BJC Health和Kaleida Capital参投。 这笔钱的用途是完成V-Link设备的最终开发，推进验证与确认测试，准备向美国FDA递交后续监管文件，并把公司推到“关键性试验就绪,1.5 AI制药,0.4148,semantic,,
87ed0efc0ff7a04a,【首发】层浪生物再次完成数千万元融资，高端国产流式推向全球市场,2026年7月31日，中国流式细胞仪领域领军企业北京层浪生物科技有限公司宣布完成数千万元融资。本轮融资由北洋海棠基金独家投资，星桥资本担任独家财务顾问。这是继2026年4月份融资完成之后，短时间内再次受到资本市场青睐。,1.1 小分子创新药,0.4199,semantic_fallback,,
28425b56e5786a50,年薪50万，阳普医疗副总经理辞职,7月27日，阳普医疗公告， 闫红玉女士因到龄退休申请辞去公司副总经理、财务负责人职务。 辞任后闫红玉女士不再担任公司任何职务，并将按照公司相关规定开展工作过渡交接。 闫红玉女士，1964 年生，经济学博士、教授、高级会计师、中国注册会计师协会非执业会员。,1.3 细胞与基因治疗（CGT）,0.4234,semantic_fallback,,
918a928540aa5580,MET exon 14跳跃突变检测的挑战与对策：基于大规模真实世界队列及首次多国EQA的深度分析,MET exon 14跳跃突变是非小细胞肺癌（NSCLC）中关键的驱动基因变异之一，在肺腺癌中的发生率约为3-4% 。 鉴于多款靶向药物已在全球范围内获批用于治疗携带MET exon 14跳跃突变的晚期NSCLC患者，MET exon 14跳跃突变的准确检测对于指导临床治疗决策至关重要。 该研究包含两个主要部分， 第一部分为真实世界队列分析 ： 回顾性收集2016至2024年间经分子病理常规诊断为,1.5 AI制药,0.424,semantic,,
ae3a480c06e37f43,Science | 闫创业团队首次解析哺乳动物天然胶原近原子层级完整组装机制，揭开糖基化调控纤维形成核心密码,"2026 年 7 月 31 日 ， Science 在线刊发清华大学生命科学学院 闫创业 课题组 的研究论文 ： The molecular architecture of mammalian vitreous body collagen fibrils 。 胶原蛋白是哺乳动物细胞外 基质占 比最高的核心骨架蛋白，支撑骨骼、软骨、皮肤等全部组织 【1,2】 ，人体 90% 胞外基质干重均由胶原构成",1.6 合成生物学,0.4282,semantic_fallback,,
090a776f2c245f5f,Adv Sci | 赵华俊/张建揭示ADORA2A-NF-κB-CCL5轴介导NK细胞功能重塑促进HBV持续感染新机制，为HBV功能性治愈提供新策略,慢性乙型肝炎病毒 （ HBV ） 感染仍是全球重大公共卫生挑战，目前全球约有 2.5 亿慢性 HBV 感染者。 尽管核苷 （酸） 类似物能够长期抑制病毒复制，但由于肝脏免疫耐受微环境持续存在， HBV 特异性免疫功能难以恢复，实现乙肝功能性 治愈仍 面临巨大挑战。 HBV 持续感染的重要原因之一是肝脏长期形成免疫耐受微环境。,1.2 生物药（抗体/蛋白/核酸/ADC/XDC偶联药物）,0.4295,semantic,,
a1b04e4d5765a6a1,促进头发再生，艾伯维JAK抑制剂获欧盟批准；外用JAK抑制剂获欧盟批准，治疗特应性皮炎…… | 产业新闻,治疗斑秃，艾伯维JAK抑制剂获欧盟批准。 艾伯维（AbbVie）今日宣布， 欧盟委员会（EC）已批准Rinvoq（乌帕替尼，upadacitinib）用于治疗患有重度斑秃（AA）的成人及年龄≥12岁的青少年患者。 该项目包括两项设计相同的随机、安慰剂对照、双盲研究，旨在评估Rinvoq治疗重度AA成人和青少年患者的疗效与安全性。,1.1 小分子创新药,0.4302,semantic_fallback,,
aa049e61a4e682f5,GSK 启动重组，计划裁员,在诺 华、辉瑞、武田和默沙东之后，GSK 也加入了重组行列。 通过该计划，GSK 预计到 2029 年， 每年可以节省 19 亿英镑 （25 亿美元） 。 而一次性重组成本为 24 亿英镑 （32 亿美元） 。,其他/综合,0.4306,semantic,,
c94cc43deb49c3a6,恒瑞舒地胰岛素正式获批，长效胰岛素 + 复方管线双轮冲击糖尿病市场,7 月 29 日，国家药监局官网显示，恒瑞医药 1 类创新生物药舒地胰岛素（INS068）获批上市，用于成人 2 型糖尿病治疗， 这是国内首款自主研发原创长效胰岛素类似物 ，正式切入由甘精、德谷胰岛素主导的高端基础胰岛素赛道，同时为公司胰岛素 + GLP-1 复方管线筑牢核心骨架。 舒地胰岛素基于 desB30 人胰岛素进行侧链修饰，半衰期约 21 小时，平稳降糖周期更长。 整体行业趋势清晰，糖尿,1.1 小分子创新药,0.4359,semantic_fallback,,
5a468be6b66ccc9b,一期终止！Incyte放弃一款JAK2药物,近期，Incyte发布第二季度财报，其中披露 已终止其首个突变特异性JAK2 V617F抑制剂INCB160058的一期临床开发 （ 该I期数据发布已多次推迟。 Incyte为何放弃INCB160058。 INCB160058是 一 款 靶向JAK2V617F突变的抑制剂 ，曾被Incyte寄予厚望，用于治疗骨髓增殖性肿瘤（MPN）。,1.1 小分子创新药,0.4384,semantic,,
ce7f2d46e4fec15e,打响并购第一枪，自免赛道"新买手"现身,氨基观察-创新药组原创出品。 创新药领域，又一个野心家出现了。 这一收购价，相比Forte上周五54.78美元的收盘价溢价40.5%。,1.3 细胞与基因治疗（CGT）,0.4407,semantic_fallback,,
aba2b97309103916,股价暴跌33%！Processa反向收购Vidya，竟为了PK诺华？,Bain Capital Life Sciences、Janus Henderson Investors、RA Capital Management等顶级机构参与认购 。 消息公布后，Processa股价暴跌33%至1.83美元。 市场用真金白银投下了怀疑票。,其他/综合,0.4418,semantic,,
e868db63f6547e5c,华海首款自研创新药落地，国产 IL-36R 单抗打破进口独家格局,7 月 29 日，国家药监局官网显示，通过 优先审评批准华海药业旗下华奥泰生物瑞西奇拜单抗（HB0034）上市，这是华海药业成立以来首款自主研发 1 类创新单抗，同时也是国内第二款、首款国产 IL-36R 靶向药物 ，专门用于成人泛发性脓疱型银屑病（GPP）急性发作，填补国产该靶点治疗空白。 泛发性脓疱型银屑病属于罕见危重皮肤病， 已纳入国内罕见病目录 ，国内约 2 万名患者，急性发作易引发全身炎,1.1 小分子创新药,0.4448,semantic_fallback,,
076b7c38d2401f24,2.5亿融资，美敦力又投了一家创新械企,,1.1 小分子创新药,0.4485,semantic,,
f0a47c7d3e84ed44,石药集团SYH2062注射液用于治疗成人原发性高血压的II期临床试验在中国首家中心正式启动,7月29日，石药集团（1093.HK）宣布，本集团开发的SYH2062注射液（下称：该产品）用于治疗成人原发性高血压的II期临床试验（SYH2062–003）已于中国首家中心正式启动。 该产品是一种经过化学修饰的长度为21~23个核苷酸的双链小干扰核糖核酸（siRNA），采用N-乙酰半乳糖胺（Ga1NAc）偶联技术实现肝脏靶向递送。 该产品可特异性沉默血管紧张素原（AGT）基因，抑制对应蛋白表达，,1.1 小分子创新药,0.4504,semantic_fallback,,
41ff9e297521cb10,Mercantile Life Science Ventures IV和 Big Idea Ventures投资 Maia Fertility,Mercantile Life Science Ventures IV（MLSV）与Big Idea Ventures（BIV）通过其“Generation Food Rural Partners”基金，共同投资了生物科技公司Maia Fertility。该公司正在开发Ferizyme™，一种用于生殖健康的缓释酶平台。此次融资旨在扩大在北美和欧洲商业养牛场中的临床研究，为未来的人类应用奠定科学基础,1. 创新药,0.4508,semantic_fallback,,
75562bb8a3565e5b,并购又爆大雷！昊帆生物子公司卷入环保单位刑案，尽调漏洞敲响警钟,7个月非法排污 · 原管理层集体舞弊 · 4人涉刑。 上市公司被动成为被告 · 追偿之路道阻且长。 ⚡ 单位刑案 非法排污 商业贿赂 尽调漏洞 ⚠ 并购暗雷 核心暴雷。,1.1 小分子创新药,0.4521,semantic_fallback,,
dd95b923cada6f03,2026H1血制品行业跟踪报告（附批签发）,2026Q2静丙批签发348批，同比下降4%。 凝血因子类：2026H1凝血因子Ⅷ获批3 07 批（-1 2 %）、PCC获批171批（+10%）、纤维蛋白原获批22 7 批（+6 0 %）。 人白院内价格有所调整。,1. 创新药,0.4529,semantic_fallback,,
7f215ec1bed48608,Leukemia | 王洪团队揭示衔接蛋白介导的FLT3信号重塑驱动吉瑞替尼耐药新机制,急性髓系白血病 （ acute myeloid leukemia ， AML ） 是一类高度异质性的血液系统恶性肿瘤，具有疾病进展快、复发率高和预后差等特点。 该突变导致 FLT3 酪氨酸激酶持续激活，并通过 PI3K-AKT 、 JAK-STAT5 、 RAS-MAPK 等多条下游信号通路促进白血病细胞增殖和存活，因此 FLT3 成为 AML 精准治疗的重要靶点。 近年来，针对 FLT3 的靶向,1.1 小分子创新药,0.4541,semantic,,
e690af62bf2f332d,SHC Family | 必扬医药完成近两亿元A轮融资，AI驱动新药研发平台价值加速兑现,近日， 必扬医药宣布超额完成近两亿元人民币A轮融资。 本轮融资由上海生物医药创新转化基金与君联资本联合领投 ，康哲药业、丰雷资本、上海科创基金与港粤资本跟投，老股东源津创投与元生创投持续加码。 必扬医药成立于2021年，核心团队深耕“新药+AI”领域二十余年，兼具药物研发与计算模拟复合背景。,1.5 AI制药,0.4563,semantic_fallback,,
3e3604588792d7df,牵手国际医药巨头阿斯利康，石药创新上半年净利预盈最高13.6亿,石药创新(300765.SZ)7月27日披露业绩预告:。 预计2026年上半年归母净利润11.8亿元-13.6亿元，同比扭亏为盈，上年同期亏损274.61万元。 控股子公司巨石生物与阿斯利康签署《战略合作与授权协议》，将与阿斯利康在创新多肽分子药物领域开展合作。,1.1 小分子创新药,0.4567,semantic_fallback,,
